ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_LipidMask,Intensity_IntegratedIntensityEdge_SORL1Mask_final,Intensity_IntegratedIntensityEdge_sorl1,Intensity_IntegratedIntensity_LipidMask,Intensity_IntegratedIntensity_SORL1Mask_final,Intensity_IntegratedIntensity_sorl1,Intensity_LowerQuartileIntensity_LipidMask,Intensity_LowerQuartileIntensity_SORL1Mask_final,Intensity_LowerQuartileIntensity_sorl1,Intensity_MADIntensity_LipidMask,Intensity_MADIntensity_SORL1Mask_final,Intensity_MADIntensity_sorl1,Intensity_MassDisplacement_LipidMask,Intensity_MassDisplacement_SORL1Mask_final,Intensity_MassDisplacement_sorl1,Intensity_MaxIntensityEdge_LipidMask,Intensity_MaxIntensityEdge_SORL1Mask_final,Intensity_MaxIntensityEdge_sorl1,Intensity_MaxIntensity_LipidMask,Intensity_MaxIntensity_SORL1Mask_final,Intensity_MaxIntensity_sorl1,Intensity_MeanIntensityEdge_LipidMask,Intensity_MeanIntensityEdge_SORL1Mask_final,Intensity_MeanIntensityEdge_sorl1,Intensity_MeanIntensity_LipidMask,Intensity_MeanIntensity_SORL1Mask_final,Intensity_MeanIntensity_sorl1,Intensity_MedianIntensity_LipidMask,Intensity_MedianIntensity_SORL1Mask_final,Intensity_MedianIntensity_sorl1,Intensity_MinIntensityEdge_LipidMask,Intensity_MinIntensityEdge_SORL1Mask_final,Intensity_MinIntensityEdge_sorl1,Intensity_MinIntensity_LipidMask,Intensity_MinIntensity_SORL1Mask_final,Intensity_MinIntensity_sorl1,Intensity_StdIntensityEdge_LipidMask,Intensity_StdIntensityEdge_SORL1Mask_final,Intensity_StdIntensityEdge_sorl1,Intensity_StdIntensity_LipidMask,Intensity_StdIntensity_SORL1Mask_final,Intensity_StdIntensity_sorl1,Intensity_UpperQuartileIntensity_LipidMask,Intensity_UpperQuartileIntensity_SORL1Mask_final,Intensity_UpperQuartileIntensity_sorl1,Location_CenterMassIntensity_X_LipidMask,Location_CenterMassIntensity_X_SORL1Mask_final,Location_CenterMassIntensity_X_sorl1,Location_CenterMassIntensity_Y_LipidMask,Location_CenterMassIntensity_Y_SORL1Mask_final,Location_CenterMassIntensity_Y_sorl1,Location_CenterMassIntensity_Z_LipidMask,Location_CenterMassIntensity_Z_SORL1Mask_final,Location_CenterMassIntensity_Z_sorl1,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_LipidMask,Location_MaxIntensity_X_SORL1Mask_final,Location_MaxIntensity_X_sorl1,Location_MaxIntensity_Y_LipidMask,Location_MaxIntensity_Y_SORL1Mask_final,Location_MaxIntensity_Y_sorl1,Location_MaxIntensity_Z_LipidMask,Location_MaxIntensity_Z_SORL1Mask_final,Location_MaxIntensity_Z_sorl1,Number_Object_Number,Parent_FilteredMicro
1,1,0.0,0.9787899702787399,4.776501169428229,10.330006955191493,39.21562564559281,153.48035604087636,0.012237736023962498,0.010467689484357834,0.007049668114632368,0.0003204401582479477,0.0014343475922942162,0.0012207217514514923,0.3216028956880842,2.561086942219642,2.617790686260999,0.0,0.014328221790492535,0.014328221790492535,0.014007782563567162,0.015609979629516602,0.015609979629516602,0.0,0.010090618250296288,0.007545815433535908,0.012551648791241182,0.012029333020120494,0.008610398655869642,0.01254291646182537,0.0117799649015069,0.008133058436214924,0.0,0.008285649120807648,0.005249103531241417,0.010940718464553356,0.008285649120807648,0.005020218435674906,0.0,0.0012946188015498074,0.0015964754884558346,0.0004973457132505805,0.0019139683364812648,0.0021598664043278376,0.012878614477813244,0.013397421687841415,0.009582665748894215,690.6914385575749,688.6961862917432,682.63179668091,355.2899507399299,371.4665512821806,373.10143140892194,0.0,0.0,0.0,680.3532117812061,374.39018232819075,0,693.0,728.0,736.0,358.0,354.0,377.0,0.0,0.0,0.0,1,1
1,2,0.0,0.0,3.117494544479996,34.47870633378625,31.829953752458096,271.9082974153571,0.013443198055028915,0.011062790639698505,0.0057831695303320885,0.0004272526130080223,0.0010528722777962685,0.0014496073126792908,0.5016839043733627,3.624604774730649,3.1657670232693422,0.0,0.0,0.0053864349611103535,0.015609979629516602,0.015609979629516602,0.015609979629516602,0.0,nan,0.00454445268874635,0.013897100497293934,0.01220005893156692,0.007420672927661074,0.013870450668036938,0.012146181426942348,0.007003891281783581,0.0,0.0,0.0034943160135298967,0.0120241092517972,0.00883497390896082,0.003433279925957322,0.0,nan,0.00033157682493163037,0.0006725016890135257,0.0015209723234355641,0.0022283447737977144,0.01429770328104496,0.013122758828103542,0.00871290173381567,2086.457188156671,2079.8196230873837,2094.2912173676787,889.7103796723255,878.4414763646811,889.9135894988682,0.0,0.0,0.0,2097.4382675618144,890.2573276567873,0,2118.0,2022.0,2019.0,855.0,892.0,891.0,0.0,0.0,0.0,2,4
1,3,0.0,0.10467689111828804,2.42243080586195,0.0,17.72448328882456,115.55085233505815,0.0,0.010551613755524158,0.006958113983273506,0.0,0.0008850228041410446,0.0007019150070846081,nan,0.8005881736636066,2.1086943483015803,0.0,0.010360876098275185,0.010360876098275185,0.0,0.015609979629516602,0.015609979629516602,0.0,0.009516081010753458,0.006010994555488709,nan,0.011769245211702894,0.007966277306794771,0.0,0.01123064011335373,0.007507438771426678,0.0,0.009079118259251118,0.00396734569221735,0.0,0.008773937821388245,0.00396734569221735,0.0,0.00040992167511059,0.0012352543838235809,nan,0.0017284607517086667,0.001731742045149124,0.0,0.012596322689205408,0.00857557076960802,nan,158.11919346569724,165.8099303955734,nan,884.1751210306019,887.1965202652534,nan,0.0,0.0,167.05549810410204,888.8980351602895,0,678.0,141.0,213.0,315.0,835.0,931.0,0.0,0.0,0.0,3,5
1,4,0.0,0.0,2.422201934736222,0.0,9.769726213999093,115.35634605633095,0.0,0.009445334784686565,0.005111772567033768,0.0,0.0007629510946571827,0.0007324330508708954,nan,1.4537622771877605,5.3120994363265455,0.0,0.0,0.00712596345692873,0.0,0.014724955894052982,0.014724955894052982,0.0,nan,0.0048736457439360606,nan,0.010360261096499568,0.006176054505639306,0.0,0.010131990537047386,0.005630579311400652,0.0,0.0,0.0036011291667819023,0.0,0.0079194325953722,0.0035553521011024714,0.0,nan,0.0006436655745830961,nan,0.0013799329378801357,0.0015602930742347428,0.0,0.01100175455212593,0.007072556763887405,nan,880.2171152445353,898.3773478027144,nan,898.7809042984668,925.990416854117,nan,0.0,0.0,900.8576400042831,930.6879216190171,0,678.0,860.0,860.0,315.0,885.0,885.0,0.0,0.0,0.0,4,6
1,5,0.0,0.0,2.326176905538887,22.06036488059908,10.749096030369401,149.25536204548553,0.012634470127522945,0.01029984001070261,0.006408789195120335,0.0004577701911330223,0.0007324330508708954,0.0008239871822297573,0.19787316730420348,1.0067758176852288,1.074005410668931,0.0,0.0,0.00679026497527957,0.015609979629516602,0.015609979629516602,0.015609979629516602,0.0,nan,0.004949312564976355,0.013146820548628773,0.011208650709457145,0.007330453418077969,0.013046463951468468,0.011024643667042255,0.00712596345692873,0.0,0.0,0.004028381779789925,0.011535820551216602,0.008346685208380222,0.003982604946941137,0.0,nan,0.0004958821948798089,0.0006820791567391202,0.001340037377147628,0.001508773032660688,0.013550011441111565,0.0117799649015069,0.008117799647152424,2860.2411985509134,2855.5350376625397,2867.7694714010927,988.2300069132987,1003.6403947635765,990.0134500556838,0.0,0.0,0.0,2868.4651539708266,990.8316880310398,0,2843.0,2831.0,2831.0,953.0,1037.0,1039.0,0.0,0.0,0.0,5,7
1,6,0.0,0.0,2.6419776272960007,7.446341708302498,28.453757814131677,179.31099663907662,0.013443198055028915,0.011154345236718655,0.006637674756348133,0.0005951020866632462,0.001113908365368843,0.001190203707665205,0.36568573869208987,2.678863921312133,1.9820472409983445,0.0,0.0,0.006530861370265484,0.015609979629516602,0.015609979629516602,0.015609979629516602,0.0,nan,0.0052420191017777795,0.014102919902088064,0.012238175403927604,0.008079983626490475,0.013962005265057087,0.012207217514514923,0.007705806288868189,0.0,0.0,0.0041962312534451485,0.012375066988170147,0.008255130611360073,0.0041962312534451485,0.0,nan,0.0004785966608428905,0.0007984699393367227,0.0015854246917829204,0.00211504777501194,0.014694438315927982,0.01338216196745634,0.009124895557761192,1848.9101898802194,1820.881209879881,1817.7031993232808,1132.3238243501828,1137.1751783074494,1122.5005841857792,0.0,0.0,0.0,1817.106209444845,1120.6105803893295,0,1822.0,1804.0,1805.0,1160.0,1136.0,1140.0,0.0,0.0,0.0,6,9
1,7,0.0,0.0,2.9325704441871494,1.3235523123294115,11.695506347343326,148.07410037121736,0.010742351412773132,0.00961318425834179,0.005477989092469215,0.0002594040706753731,0.0006790263578295708,0.0009308001026511192,0.7217317782470127,1.0459695129677582,5.006874146565043,0.0,0.0,0.007751583121716976,0.012085145339369774,0.015609979629516602,0.015609979629516602,0.0,nan,0.005283910710247116,0.011029602602745096,0.010641953000312399,0.006566187768667348,0.011062790639698505,0.010238803923130035,0.006256198976188898,0.0,0.0,0.00379949645139277,0.010223545134067535,0.0079499501734972,0.00379949645139277,0.0,nan,0.0007942962044659339,0.0003585581110769098,0.0015483339865343723,0.0015141043348581966,0.011261158622801304,0.011062790639698505,0.007434958592057228,2872.1352447624527,2895.2248896190004,2864.091768163343,1406.0326035610142,1397.8076728990375,1396.35323867456,0.0,0.0,0.0,2861.2316083543965,1400.462773269478,0,2911.0,2920.0,2917.0,1402.0,1391.0,1395.0,0.0,0.0,0.0,7,10
2,1,0.0,0.06712443847209215,2.5905394083820283,6.398870886303484,49.31538928113878,296.11099772132,0.012298772111535072,0.008804455399513245,0.002685587853193283,0.0005951011553406715,0.0014801248908042908,0.0024719617795199156,0.80780798146251,4.912506592143969,18.23519165815002,0.0,0.006942855194211006,0.006942855194211006,0.015472648665308952,0.015609979629516602,0.015609979629516602,nan,0.005593703206007679,0.00226247983264806,0.01295317993178843,0.010375634184965028,0.005518898828070973,0.012893873266875744,0.010727092623710632,0.004776074085384607,0.0,0.004348821472376585,0.0011749446857720613,0.011291676200926304,0.004348821472376585,0.0011291676200926304,nan,0.0007777227543598433,0.0007100928985386914,0.0008756488811967873,0.0024175202611534485,0.0031472397443316814,0.01348897535353899,0.01191729586571455,0.008102540858089924,1505.1101895864524,1512.4075459201579,1506.8814293239511,711.1704661957376,773.722370343897,778.1879446446247,0.0,0.0,0.0,1495.0282551161145,792.0452342788981,0,1534.0,1480.0,1538.0,693.0,722.0,828.0,0.0,0.0,0.0,1,3
2,2,0.03250171709805727,0.051300833001732826,3.0543984612450004,28.197574069723487,38.30418899934739,203.82470668270253,0.012405584566295147,0.011810483410954475,0.009109635837376118,0.0008850237354636192,0.0009765774011611938,0.001052873209118843,1.7771038817324551,0.15628787987830525,1.775916335619045,0.011276417411863804,0.011505302973091602,0.011505302973091602,0.015609979629516602,0.015609979629516602,0.015609979629516602,0.010833905699352423,0.010260166600346565,0.00644387861022152,0.0134018888164085,0.012958115358371918,0.010210124063652884,0.013092241249978542,0.01257343403995037,0.010101472958922386,0.010543984360992908,0.009124895557761192,0.0028076600283384323,0.010543984360992908,0.009124895557761192,0.0028076600283384323,0.00031788615385057445,0.0007862528688945731,0.001386548782165614,0.0012737189273937322,0.001557209510498926,0.0019551575051640862,0.01437399908900261,0.01428244449198246,0.01121538132429123,542.1797337082519,558.1558990770448,571.5184243451841,1090.1409513857145,1062.7479282037398,1060.9343070346085,0.0,0.0,0.0,572.6246556128839,1062.3235986575164,0,502.0,549.0,569.0,1072.0,1010.0,1129.0,0.0,0.0,0.0,2,5
2,3,0.0,0.0,2.0940718695055693,9.701197918504477,32.22288893489167,285.9013232856523,0.013076981529593468,0.007660028990358114,0.0018005645833909512,0.0003356989473104477,0.0011749444529414177,0.0013122758828103542,1.8735181725774899,11.818715750807636,32.2920874123872,0.0,0.0,0.002685587853193283,0.014633402228355408,0.015609979629516602,0.015609979629516602,nan,nan,0.001531874081569546,0.01338096264621307,0.008988253538324036,0.0038208310273785176,0.013427939265966415,0.00886549148708582,0.0028839551378041506,0.0,0.0,0.0009918364230543375,0.011612115427851677,0.00476081483066082,0.0009308003354817629,nan,nan,0.00022641199866201456,0.0005298540753523276,0.0018360537633604862,0.0023599202915458905,0.013763638213276863,0.009979400783777237,0.005752651486545801,2001.4490301596386,1975.6877674886296,1984.5699981739704,1471.11995412413,1521.0968977141295,1505.7790384788175,0.0,0.0,0.0,2004.2054338674543,1480.1425688588345,0,1969.0,1877.0,1875.0,1593.0,1543.0,1542.0,0.0,0.0,0.0,3,6
