Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-163200~Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	12	50.0	2.6886121129693213E-20	MT-ATP6, MT-ND6, MT-ND4, MT-ND5, MT-CO1, MT-CO2, MT-CO3, MT-CYB, MT-ND2, MT-ND3, MT-ATP8, MT-ND1	14	127	10882	73.44431946006748	6.452669071126371E-19	6.452669071126371E-19	3.4951957468601177E-19
REACTOME_PATHWAY	R-HSA-1428517~The citric acid (TCA) cycle and respiratory electron transport	12	50.0	1.2438149667068753E-18	MT-ATP6, MT-ND6, MT-ND4, MT-ND5, MT-CO1, MT-CO2, MT-CO3, MT-CYB, MT-ND2, MT-ND3, MT-ATP8, MT-ND1	14	178	10882	52.40128410914927	2.9851559200965005E-17	1.4925779600482502E-17	8.08479728359469E-18
REACTOME_PATHWAY	R-HSA-611105~Respiratory electron transport	10	41.66666666666667	2.9489371720597036E-16	MT-ND6, MT-ND4, MT-ND5, MT-CO1, MT-CO2, MT-CO3, MT-CYB, MT-ND2, MT-ND3, MT-ND1	14	103	10882	75.46463245492372	7.993605777301127E-15	2.359149737647763E-15	1.2778727745592047E-15
REACTOME_PATHWAY	R-HSA-6799198~Complex I biogenesis	6	25.0	4.108296248899881E-9	MT-ND6, MT-ND4, MT-ND5, MT-ND2, MT-ND3, MT-ND1	14	57	10882	81.81954887218045	9.859910554688156E-8	2.4649777493399283E-8	1.3351962808924613E-8
REACTOME_PATHWAY	R-HSA-1430728~Metabolism	12	50.0	7.806214565247697E-7	MT-ATP6, MT-ND6, MT-ND4, MT-ND5, MT-CO1, MT-CO2, MT-CO3, MT-CYB, MT-ND2, MT-ND3, MT-ATP8, MT-ND1	14	2117	10882	4.405965314798569	1.8734746770276978E-5	3.7469829913188945E-6	2.0296157869644015E-6
REACTOME_PATHWAY	R-HSA-9707564~Cytoprotection by HMOX1	3	12.5	0.002547366890680947	MT-CO1, MT-CO2, MT-CO3	14	64	10882	36.43526785714286	0.05937883375583752	0.010189467562723788	0.005519294929808718
REACTOME_PATHWAY	R-HSA-5628897~TP53 Regulates Metabolic Genes	3	12.5	0.004654380407822132	MT-CO1, MT-CO2, MT-CO3	14	87	10882	26.802955665024626	0.10592525357765437	0.015957875683961592	0.00864384932881253
REACTOME_PATHWAY	R-HSA-163210~Formation of ATP by chemiosmotic coupling	2	8.333333333333332	0.021302907451792433	MT-ATP6, MT-ATP8	14	18	10882	86.36507936507935	0.40357044568105715	0.0577983995915867	0.03130746644544279
REACTOME_PATHWAY	R-HSA-9711123~Cellular response to chemical stress	3	12.5	0.02167439984684501	MT-CO1, MT-CO2, MT-CO3	14	194	10882	12.019882179675992	0.4089801982851555	0.0577983995915867	0.03130746644544279
REACTOME_PATHWAY	R-HSA-8949613~Cristae formation	2	8.333333333333332	0.03642695011855592	MT-ATP6, MT-ATP8	14	31	10882	50.147465437788014	0.5895772048829029	0.0874246802845342	0.0473550351541227
REACTOME_PATHWAY	R-HSA-2262752~Cellular responses to stress	4	16.666666666666664	0.061880955669230304	MT-CO1, HSPA6, MT-CO2, MT-CO3	14	784	10882	3.9657434402332354	0.7841307119317692	0.12477971228268261	0.06758901081978641
REACTOME_PATHWAY	R-HSA-8953897~Cellular responses to stimuli	4	16.666666666666664	0.06462225372580574	MT-CO1, HSPA6, MT-CO2, MT-CO3	14	798	10882	3.8961689939133546	0.7987718197588899	0.12477971228268261	0.06758901081978641
REACTOME_PATHWAY	R-HSA-3700989~Transcriptional Regulation by TP53	3	12.5	0.06758901081978641	MT-CO1, MT-CO2, MT-CO3	14	362	10882	6.441594317284925	0.8135436403096676	0.12477971228268261	0.06758901081978641
